SEXO,PROCEDENCIA,RESIDENCIA,ESTADO_CIVIL,TIPO_COLEGIO,JALADOS,APROBADOS,BECA_VIGENTE,CANT_RESERVAS,COD_CURSO,COD_GRUPO,COD_PLAN,CREDITOS,EFICIENCIA_SEMESTRES,EXCESO_INASISTENCIA,HRS_INASISTENCIA,Q1_Nota_S,Q3_Nota_S,Q1_Obligatorio_S,Q3_Obligatorio_S,Q1_Electivo_S,Q3_Electivo_S,PONDERADO,PRCTJE_INASISTENCIA_CURSO,AVANCE_CREDITOS,AGE,Dropout,COD_PERSONA
M,foreign,foreign,S,private,8.0,4.0,0,0.0,9.0,12.0,1.0,4.288888931274414,3.0,0.0,0.0,4.900000095367432,6.504166603088379,4.900000095367432,6.504166603088379,4.900000095367432,6.504166603088379,7.810208320617676,50.2,12.0,18.0,0,659
M,foreign,foreign,S,private,8.0,4.0,0,0.0,9.0,12.0,1.0,4.288888931274414,3.0,0.0,0.0,4.900000095367432,6.504166603088379,4.900000095367432,6.504166603088379,3.2,6.504166603088379,7.810208320617676,0.0,12.0,18.0,0,659
F,local,local,S,private,4.0,2.0,1,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,0.0,6.166666507720947,7.090000152587891,12.510000228881836,7.090000152587891,12.510000228881836,9.2,12.510000228881836,8.794500350952148,8.29861068725586,6.0,18.0,0,3484
F,local,foreign,S,private,4.0,2.0,0,0.0,55.0,6.0,1.0,3.6666667461395264,1.0,0.0,6.166666507720947,7.090000152587891,12.510000228881836,7.090000152587891,12.510000228881836,7.090000152587891,12.510000228881836,8.794500350952148,8.29861068725586,6.0,18.0,0,3484
F,local,foreign,S,private,4.0,2.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,0.0,6.166666507720947,7.090000152587891,12.510000228881836,7.090000152587891,12.510000228881836,7.090000152587891,2.6,8.794500350952148,8.29861068725586,6.0,18.0,0,3484
F,local,local,C,private,4.0,2.0,0,0.0,6.0,64.0,1.0,3.6666667461395264,1.0,0.0,6.166666507720947,7.090000152587891,12.510000228881836,7.090000152587891,12.510000228881836,7.090000152587891,12.510000228881836,8.794500350952148,8.29861068725586,6.0,18.0,0,3484
F,local,foreign,S,private,4.0,2.0,0,0.0,6.0,80.0,1.0,3.6666667461395264,1.0,0.0,6.166666507720947,7.090000152587891,12.510000228881836,7.090000152587891,12.510000228881836,7.090000152587891,12.510000228881836,8.794500350952148,8.29861068725586,6.0,18.0,0,3484
M,local,foreign,S,private,12.0,0.0,0,0.0,7.0,12.0,1.0,3.6666667461395264,2.0,12.0,49.33333206176758,0.1899999976158142,3.0950000286102295,0.1899999976158142,3.0950000286102295,17.3,3.0950000286102295,1.858199954032898,59.8856201171875,0.0,18.0,0,28805
M,local,foreign,S,private,12.0,0.0,0,0.0,7.0,12.0,1.0,3.6666667461395264,2.0,12.0,49.33333206176758,7.6,3.0950000286102295,0.1899999976158142,3.0950000286102295,0.1899999976158142,3.0950000286102295,1.858199954032898,59.8856201171875,0.0,18.0,0,28805
M,local,foreign,S,private,12.0,0.0,0,0.0,7.0,12.0,1.0,3.6666667461395264,2.0,12.0,0.6,0.1899999976158142,3.0950000286102295,0.1899999976158142,3.0950000286102295,0.1899999976158142,3.0950000286102295,1.858199954032898,59.8856201171875,0.0,18.0,0,28805
M,local,local,S,private,12.0,0.0,2,0.0,7.0,12.0,1.0,3.6666667461395264,2.0,12.0,49.33333206176758,3.9,3.0950000286102295,0.1899999976158142,3.0950000286102295,0.1899999976158142,3.0950000286102295,1.858199954032898,59.8856201171875,0.0,18.0,0,28805
M,local,foreign,S,private,12.0,0.0,0,0.0,7.0,12.0,1.0,3.6666667461395264,2.0,12.0,49.33333206176758,0.1899999976158142,3.0950000286102295,0.1899999976158142,18.3,0.1899999976158142,3.0950000286102295,1.858199954032898,59.8856201171875,0.0,18.0,0,28805
M,foreign,local,C,private,22.0,28.0,0,38.0,35.0,50.0,2.0,3.6752381324768066,1.9833333492279053,10.0,25.5,8.644000053405762,11.952750205993652,8.4350004196167,11.762249946594238,13.942500114440918,13.942500114440918,9.708184242248535,20.215967178344727,91.0,27.0,0,29967
M,foreign,local,S,private,22.0,28.0,1,38.0,35.0,50.0,2.0,3.7772789,1.9833333492279053,10.0,14.23904800415039,8.644000053405762,11.952750205993652,8.4350004196167,11.762249946594238,13.942500114440918,13.942500114440918,9.708184242248535,20.215967178344727,91.0,27.0,0,29967
M,foreign,local,S,private,22.0,28.0,2,38.0,35.0,50.0,2.0,3.6752381324768066,1.9833333492279053,10.0,14.23904800415039,8.644000053405762,11.952750205993652,8.4350004196167,11.762249946594238,4.4,13.942500114440918,9.708184242248535,20.215967178344727,91.0,27.0,0,29967
M,foreign,foreign,S,private,22.0,28.0,0,38.0,35.0,50.0,2.0,3.6752381324768066,1.9833333492279053,10.0,14.23904800415039,8.644000053405762,11.952750205993652,8.4350004196167,11.762249946594238,13.942500114440918,13.942500114440918,9.708184242248535,20.215967178344727,91.0,27.0,0,29967
M,foreign,foreign,S,private,22.0,28.0,0,38.0,35.0,21.0,2.0,3.6752381324768066,1.9833333492279053,10.0,14.23904800415039,8.644000053405762,11.952750205993652,8.4350004196167,11.762249946594238,13.942500114440918,13.942500114440918,9.708184242248535,20.215967178344727,91.0,27.0,0,29967
M,local,local,C,private,2.0,19.0,0,0.0,19.0,21.0,1.0,4.057142734527588,2.5,0.0,4.752380847930908,12.893500328063965,14.102999687194824,12.65250015258789,14.147000312805176,13.712499618530273,13.817500114440918,12.827909469604492,69.8,67.0,19.0,0,35131
M,local,local,C,private,2.0,19.0,0,0.0,28.0,21.0,1.0,4.057142734527588,2.5,0.0,4.752380847930908,12.893500328063965,14.102999687194824,12.65250015258789,14.147000312805176,13.712499618530273,13.817500114440918,12.827909469604492,3.5854341983795166,67.0,19.0,0,35131
M,local,foreign,S,private,2.0,19.0,0,0.0,19.0,21.0,1.0,3.7593463,2.5,0.0,4.752380847930908,12.893500328063965,14.102999687194824,12.65250015258789,14.147000312805176,13.712499618530273,13.817500114440918,12.827909469604492,3.5854341983795166,67.0,19.0,0,35131
M,local,local,C,private,2.0,19.0,0,472.0,19.0,21.0,1.0,4.057142734527588,2.5,0.0,4.752380847930908,12.893500328063965,14.102999687194824,12.65250015258789,14.147000312805176,13.712499618530273,13.817500114440918,12.827909469604492,3.5854341983795166,67.0,19.0,0,35131
M,local,local,C,private,2.0,19.0,0,0.0,19.0,21.0,2.0,4.057142734527588,2.5,0.0,4.752380847930908,12.893500328063965,14.102999687194824,12.65250015258789,14.147000312805176,13.712499618530273,13.817500114440918,12.827909469604492,3.5854341983795166,67.0,19.0,0,35131
F,local,local,S,public,7.0,4.0,0,0.0,8.0,11.0,1.0,3.633333444595337,2.0,3.0,18.549999237060547,4.697500228881836,11.317500114440918,4.639999866485596,9.228750228881836,13.609999656677246,13.609999656677246,7.4890546798706055,18.983957290649414,11.0,18.0,1,15866
F,local,local,S,private,33.0,4.0,0,0.0,8.0,11.0,1.0,3.633333444595337,2.0,3.0,18.549999237060547,4.697500228881836,11.317500114440918,4.639999866485596,9.228750228881836,13.609999656677246,13.609999656677246,7.4890546798706055,18.983957290649414,11.0,18.0,1,15866
F,local,local,S,private,7.0,4.0,0,0.0,8.0,93.0,1.0,3.633333444595337,2.0,3.0,18.549999237060547,4.697500228881836,11.317500114440918,4.639999866485596,9.228750228881836,13.609999656677246,13.609999656677246,7.4890546798706055,18.983957290649414,11.0,18.0,1,15866
F,local,local,S,private,7.0,4.0,0,0.0,8.0,11.0,1.0,3.633333444595337,2.0,3.0,18.549999237060547,4.697500228881836,11.317500114440918,9.2,9.228750228881836,13.609999656677246,13.609999656677246,7.4890546798706055,18.983957290649414,11.0,18.0,1,15866
F,local,local,S,private,7.0,4.0,0,0.0,8.0,11.0,1.0,3.633333444595337,2.0,3.0,18.549999237060547,4.697500228881836,11.317500114440918,4.639999866485596,9.228750228881836,13.609999656677246,13.609999656677246,7.4890546798706055,18.983957290649414,11.0,21.0,1,15866
M,foreign,foreign,S,private,9.0,3.0,0,0.0,10.0,109.0,1.0,3.7285714149475098,2.0,0.0,0.0,6.574999809265137,10.822500228881836,6.25124979019165,10.6274995803833,10.100000381469727,10.100000381469727,9.148133277893066,0.0,10.0,17.0,0,41305
M,foreign,local,S,private,9.0,3.0,1,0.0,10.0,12.0,1.0,3.7285714149475098,2.0,0.0,0.0,6.574999809265137,10.822500228881836,6.25124979019165,10.6274995803833,10.100000381469727,10.100000381469727,9.148133277893066,0.0,10.0,17.0,0,41305
M,foreign,local,C,private,9.0,3.0,0,0.0,10.0,12.0,1.0,3.7285714149475098,2.0,0.0,0.0,6.574999809265137,10.822500228881836,6.25124979019165,10.6274995803833,10.100000381469727,10.100000381469727,2.5,0.0,10.0,17.0,0,41305
M,foreign,local,C,private,9.0,3.0,0,0.0,10.0,12.0,1.0,3.7285714149475098,2.0,0.0,0.0,6.574999809265137,10.822500228881836,6.25124979019165,10.6274995803833,10.100000381469727,10.100000381469727,9.148133277893066,0.0,150.0,17.0,0,41305
M,foreign,local,C,private,9.0,3.0,0,0.0,10.0,12.0,1.0,3.7285714149475098,2.0,0.0,0.0,6.574999809265137,10.822500228881836,6.25124979019165,10.6274995803833,10.100000381469727,10.100000381469727,9.148133277893066,0.0,116.0,17.0,0,41305
F,local,local,S,private,7.0,65.0,2,0.0,66.0,72.0,1.0,3.626488208770752,1.1583333015441895,0.0,3.6648809909820557,13.240156173706055,14.494218826293945,13.25765609741211,14.44515609741211,16.72166633605957,17.56333351135254,13.589598655700684,5.3791937828063965,220.0,24.0,0,13958
F,local,local,S,private,7.0,65.0,2,0.0,66.0,72.0,2.0,3.626488208770752,1.1583333015441895,0.0,3.6648809909820557,13.240156173706055,14.494218826293945,13.25765609741211,14.44515609741211,16.72166633605957,17.56333351135254,18.6,5.3791937828063965,220.0,24.0,0,13958
F,local,local,C,private,7.0,65.0,0,0.0,66.0,72.0,2.0,3.626488208770752,1.1583333015441895,0.0,3.6648809909820557,13.240156173706055,14.494218826293945,13.25765609741211,14.44515609741211,16.72166633605957,17.56333351135254,13.589598655700684,5.399999999999999,220.0,24.0,0,13958
F,local,local,S,private,7.0,65.0,1,0.0,66.0,72.0,3.0,3.626488208770752,1.1583333015441895,0.0,3.6648809909820557,13.240156173706055,14.494218826293945,13.25765609741211,14.44515609741211,16.72166633605957,17.56333351135254,13.589598655700684,5.3791937828063965,220.0,24.0,0,13958
F,local,local,S,private,7.0,65.0,2,0.0,66.0,72.0,2.0,2.9771872,1.1583333015441895,0.0,3.6648809909820557,13.240156173706055,14.494218826293945,13.25765609741211,14.44515609741211,16.72166633605957,17.56333351135254,13.589598655700684,5.3791937828063965,220.0,24.0,0,13958
M,local,local,C,private,4.0,2.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,1.0,15.5,8.279999732971191,11.975000381469727,8.279999732971191,11.975000381469727,8.279999732971191,11.975000381469727,12.3,17.565359115600586,6.0,20.0,0,11587
M,local,foreign,S,private,4.0,2.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,1.0,15.5,8.279999732971191,11.975000381469727,8.279999732971191,17.2,8.279999732971191,11.975000381469727,9.143600463867188,17.565359115600586,6.0,20.0,0,11587
M,local,local,S,private,42.0,2.0,1,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,1.0,15.5,8.279999732971191,11.975000381469727,8.279999732971191,11.975000381469727,8.279999732971191,11.975000381469727,9.143600463867188,17.565359115600586,6.0,20.0,0,11587
M,local,foreign,S,private,4.0,2.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,1.0,15.5,3.7,11.975000381469727,8.279999732971191,11.975000381469727,8.279999732971191,11.975000381469727,9.143600463867188,17.565359115600586,6.0,20.0,0,11587
M,local,foreign,S,private,4.0,2.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,1.0,15.5,8.279999732971191,11.975000381469727,8.279999732971191,9.2,8.279999732971191,11.975000381469727,9.143600463867188,17.565359115600586,6.0,20.0,0,11587
M,foreign,local,S,private,14.0,0.0,2,0.0,6.0,14.0,1.0,3.7083332538604736,1.0,9.0,0.0,0.0,0.3075000047683716,0.0,0.3075000047683716,0.0,0.3075000047683716,0.2676571309566498,0.0,0.0,19.0,0,40398
M,foreign,local,S,private,14.0,0.0,1,0.0,6.0,14.0,1.0,3.7083332538604736,1.0,0.0,0.0,0.0,0.3075000047683716,0.0,0.3075000047683716,0.0,0.3075000047683716,0.2676571309566498,0.0,0.0,41.0,0,40398
M,foreign,foreign,S,private,14.0,0.0,0,0.0,6.0,14.0,1.0,3.7083332538604736,1.0,0.0,0.0,0.0,0.3075000047683716,7.0,0.3075000047683716,0.0,0.3075000047683716,0.2676571309566498,0.0,0.0,19.0,0,40398
M,foreign,local,C,private,14.0,0.0,0,0.0,6.0,14.0,1.0,3.7083332538604736,1.0,0.0,0.0,0.0,0.3075000047683716,0.0,0.3075000047683716,0.0,0.3075000047683716,0.2676571309566498,0.0,192.0,19.0,0,40398
F,foreign,local,S,private,14.0,0.0,1,0.0,6.0,14.0,1.0,3.7083332538604736,1.0,0.0,0.0,0.0,0.3075000047683716,0.0,0.3075000047683716,0.0,0.3075000047683716,0.2676571309566498,0.0,0.0,19.0,0,40398
M,local,foreign,S,private,1.0,0.0,0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,24.0,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,53.7,0.0,29.0,0,7856
M,local,foreign,S,private,1.0,0.0,0,420.0,1.0,1.0,1.0,3.0,1.0,1.0,24.0,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,47.05882263183594,0.0,29.0,0,7856
M,local,foreign,S,private,1.0,0.0,0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,24.0,12.1,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,47.05882263183594,0.0,29.0,0,7856
M,local,local,S,public,1.0,0.0,2,0.0,1.0,1.0,1.0,3.0,1.0,1.0,24.0,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,47.05882263183594,0.0,29.0,0,7856
M,local,local,C,private,1.0,19.0,0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,24.0,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,4.739999771118164,47.05882263183594,0.0,29.0,0,7856
M,local,foreign,S,private,6.0,0.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,5.0,34.66666793823242,0.9775000214576721,2.1075000762939453,0.9775000214576721,2.1075000762939453,0.9775000214576721,2.1075000762939453,1.719499945640564,39.86928176879883,186.0,19.0,0,13290
F,local,foreign,S,private,6.0,0.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,5.0,34.66666793823242,0.9775000214576721,2.1075000762939453,0.9775000214576721,2.1075000762939453,0.9775000214576721,2.1075000762939453,1.719499945640564,39.86928176879883,0.0,19.0,0,13290
M,local,local,S,private,6.0,60.0,2,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,5.0,34.66666793823242,0.9775000214576721,2.1075000762939453,0.9775000214576721,2.1075000762939453,0.9775000214576721,2.1075000762939453,1.719499945640564,39.86928176879883,0.0,19.0,0,13290
M,local,local,C,private,6.0,0.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,5.0,22.8,0.9775000214576721,2.1075000762939453,0.9775000214576721,2.1075000762939453,0.9775000214576721,2.1075000762939453,1.719499945640564,39.86928176879883,0.0,19.0,0,13290
M,local,foreign,S,private,6.0,0.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,5.0,34.66666793823242,0.9775000214576721,2.1075000762939453,0.9775000214576721,2.1075000762939453,0.9775000214576721,2.1075000762939453,1.6999999999999997,39.86928176879883,0.0,19.0,0,13290
M,local,foreign,S,private,0.0,10.0,0,6.0,10.0,10.0,2.0,3.9583332538604736,1.0,10.0,15.833333015441895,12.557499885559082,14.835000038146973,12.557499885559082,14.835000038146973,12.557499885559082,14.835000038146973,14.416979789733887,16.617647171020508,39.0,23.0,0,24095
M,local,local,S,private,0.0,10.0,1,6.0,10.0,10.0,2.0,3.9583332538604736,1.0,0.0,15.833333015441895,12.557499885559082,14.835000038146973,12.557499885559082,14.835000038146973,12.557499885559082,14.835000038146973,14.416979789733887,16.617647171020508,39.0,39.0,0,24095
M,local,foreign,S,private,0.0,10.0,0,6.0,10.0,10.0,2.0,3.9583332538604736,1.0,0.0,15.833333015441895,12.557499885559082,14.835000038146973,12.557499885559082,14.835000038146973,12.557499885559082,14.835000038146973,14.416979789733887,16.617647171020508,39.0,39.0,0,24095
M,local,local,S,private,0.0,54.0,1,6.0,10.0,10.0,2.0,3.9583332538604736,1.0,0.0,15.833333015441895,12.557499885559082,14.835000038146973,12.557499885559082,14.835000038146973,12.557499885559082,14.835000038146973,14.416979789733887,16.617647171020508,39.0,23.0,0,24095
M,local,local,S,private,0.0,10.0,1,6.0,10.0,10.0,2.0,3.9583332538604736,3.5,0.0,15.833333015441895,12.557499885559082,14.835000038146973,12.557499885559082,14.835000038146973,12.557499885559082,14.835000038146973,14.416979789733887,16.617647171020508,39.0,23.0,0,24095
M,foreign,local,S,public,6.0,0.0,1,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,6.0,52.0,0.03750000149011612,0.27250000834465027,0.03750000149011612,5.2,0.03750000149011612,0.27250000834465027,0.28139999508857727,62.25490188598633,0.0,21.0,0,15493
M,foreign,local,S,public,6.0,21.0,1,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,6.0,52.0,0.03750000149011612,0.27250000834465027,0.03750000149011612,0.27250000834465027,0.03750000149011612,0.27250000834465027,0.28139999508857727,62.25490188598633,0.0,21.0,0,15493
M,foreign,foreign,S,public,6.0,0.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,6.0,52.0,0.03750000149011612,0.27250000834465027,0.03750000149011612,0.27250000834465027,8.6,0.27250000834465027,0.28139999508857727,62.25490188598633,0.0,21.0,0,15493
M,foreign,local,C,public,6.0,0.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,6.0,52.0,0.03750000149011612,0.27250000834465027,9.1,0.27250000834465027,0.03750000149011612,0.27250000834465027,0.28139999508857727,62.25490188598633,0.0,21.0,0,15493
M,foreign,foreign,S,public,6.0,0.0,0,0.0,6.0,6.0,1.0,3.6666667461395264,1.0,6.0,52.0,0.03750000149011612,0.27250000834465027,4.5,0.27250000834465027,0.03750000149011612,0.27250000834465027,0.28139999508857727,62.25490188598633,0.0,21.0,0,15493
M,local,local,S,private,26.0,10.0,2,0.0,14.0,36.0,2.0,4.154545307159424,4.44444465637207,0.0,9.007575988769531,6.928409099578857,10.559318542480469,6.909317970275879,10.549091339111328,16.600000381469727,16.600000381469727,7.434133529663086,5.1,32.0,24.0,0,3446
M,local,local,C,private,26.0,10.0,0,0.0,14.0,36.0,2.0,4.154545307159424,4.44444465637207,0.0,9.007575988769531,6.928409099578857,10.559318542480469,6.909317970275879,10.549091339111328,16.600000381469727,16.600000381469727,7.434133529663086,8.892406463623047,32.0,24.0,0,3446
M,local,local,C,private,26.0,10.0,0,474.0,14.0,36.0,2.0,4.154545307159424,4.44444465637207,0.0,9.007575988769531,6.928409099578857,10.559318542480469,6.909317970275879,10.549091339111328,16.600000381469727,16.600000381469727,7.434133529663086,8.892406463623047,32.0,24.0,0,3446
M,local,local,S,private,26.0,10.0,1,0.0,14.0,36.0,2.0,4.154545307159424,4.44444465637207,0.0,9.007575988769531,6.928409099578857,10.559318542480469,6.909317970275879,10.549091339111328,16.600000381469727,16.600000381469727,16.7,8.892406463623047,32.0,24.0,0,3446
M,local,local,C,private,26.0,10.0,0,0.0,14.0,36.0,2.0,4.154545307159424,4.44444465637207,0.0,9.007575988769531,6.928409099578857,10.559318542480469,14.9,10.549091339111328,16.600000381469727,16.600000381469727,7.434133529663086,8.892406463623047,32.0,24.0,0,3446
M,foreign,local,S,public,12.0,0.0,1,0.0,6.0,12.0,1.0,3.6666667461395264,1.0,1.0,9.833333015441895,0.7,8.145000457763672,4.713749885559082,8.145000457763672,4.713749885559082,8.145000457763672,5.532750129699707,13.68055534362793,0.0,23.0,0,1387
M,foreign,local,S,public,12.0,30.0,1,0.0,6.0,12.0,1.0,3.6666667461395264,1.0,1.0,9.833333015441895,4.713749885559082,8.145000457763672,4.713749885559082,8.145000457763672,4.713749885559082,8.145000457763672,5.532750129699707,13.68055534362793,0.0,23.0,0,1387
M,foreign,local,S,public,12.0,0.0,1,0.0,6.0,12.0,1.0,3.6666667461395264,1.0,1.0,9.833333015441895,4.713749885559082,6.0,4.713749885559082,8.145000457763672,4.713749885559082,8.145000457763672,5.532750129699707,13.68055534362793,0.0,23.0,0,1387
