COD_PERSONA,SEXO,PROCEDENCIA,RESIDENCIA,ESTADO_CIVIL,TIPO_COLEGIO,JALADOS,APROBADOS,BECA_VIGENTE,CANT_RESERVAS,COD_CURSO,COD_GRUPO,COD_PLAN,CREDITOS,EFICIENCIA_SEMESTRES,EXCESO_INASISTENCIA,HRS_INASISTENCIA,Q1_Nota_S,Q3_Nota_S,Q1_Obligatorio_S,Q3_Obligatorio_S,Q1_Electivo_S,Q3_Electivo_S,PONDERADO,PRCTJE_INASISTENCIA_CURSO,AVANCE_CREDITOS,Dropout,AGE
185,F,local,local,S,private,4,62,0,0,62,66,1,3.7816849,1.3,0,4.8164835,12.881731,14.328077,12.787308,14.149038,15.34625,15.83375,13.416366,8.088006,221,0,22
204,F,local,foreign,C,private,0,61,0,0,61,61,1,3.6019049,1.0,0,1.7252381,14.54225,16.05525,14.59125,16.01525,15.490833,15.925834,15.3135605,3.2581298,218,0,22
209,M,local,local,S,public,2,62,0,0,62,64,1,3.6705627,1.1,0,4.1268396,13.84409,16.19,13.985228,16.162727,14.401667,14.73,14.881566,6.549479,222,1,24
240,M,local,local,S,private,32,61,0,93,61,93,1,3.7641776,2.2,12,9.187771,10.607045,12.523182,10.578523,12.450909,12.49625,12.73625,11.310374,16.071026,218,1,28
285,M,local,foreign,S,private,21,61,0,0,62,82,1,3.930119,2.0,4,6.4983335,10.619875,12.494125,10.59125,12.316375,11.54,11.728,11.222954,8.339834,218,0,27
286,F,local,local,S,private,6,34,0,0,34,40,1,3.6766667,1.0,0,1.68,12.0395,13.7565,12.1035,13.52525,13.0825,13.0825,12.692698,3.9279513,122,0,33
320,M,local,local,S,public,7,61,0,0,61,68,1,3.6729167,1.6,3,3.536012,12.956875,14.392813,12.887656,14.093906,13.933,13.983,12.976412,6.815996,218,1,24
331,M,local,local,S,private,0,35,0,0,35,35,1,3.6336734,0.7,0,1.2948979,14.561786,16.244286,14.568214,16.244286,15.8625,15.8625,15.378629,1.9464285,125,1,27
388,F,local,local,S,private,8,61,0,138,61,69,1,3.631746,1.5,6,4.809841,13.177834,14.7751665,13.060166,14.646833,15.159166,16.1775,13.6054945,9.419735,218,0,23
409,M,local,local,S,private,24,61,0,0,61,85,1,3.9512472,2.1,7,5.684014,12.038452,13.625714,11.801905,13.551905,15.0125,15.1775,11.64144,11.318115,218,1,24
525,F,local,local,C,private,0,34,0,34,34,34,1,3.5125,0.8,0,2.0583334,12.94875,14.809375,12.7875,14.4765625,14.963333,14.963333,13.671756,3.939951,122,0,26
544,F,local,local,S,private,15,61,0,0,61,76,1,3.6979167,1.6,4,3.263393,11.953281,13.311563,11.920313,13.2725,13.27,13.27,11.98245,5.680792,218,0,24
592,F,local,local,S,private,14,61,0,225,61,75,1,3.847619,1.7,0,5.207563,12.409118,14.379853,12.253823,14.289706,14.261875,14.305625,12.771928,7.44449,218,0,26
631,M,local,local,S,public,17,61,0,78,61,78,1,3.9283447,2.1,3,4.5464854,11.655952,12.927262,11.663095,12.903214,12.67,14.0325,12.3572855,8.160612,218,1,26
638,F,local,local,S,private,4,62,0,132,62,66,1,3.882313,1.4,0,4.8263607,12.92375,14.868393,12.983929,14.704464,14.578125,14.729375,14.148809,7.2506003,222,0,24
650,F,local,local,S,public,0,33,0,0,33,33,1,3.8690476,0.7,0,1.3095238,15.264643,16.353214,15.356786,16.323929,15.51,15.51,15.743934,2.104377,119,1,25
708,M,local,local,S,private,16,62,0,546,62,78,1,4.072682,1.9,3,5.135965,10.093289,11.79,10.093026,11.608553,13.870833,13.870833,11.725065,4.623633,221,1,30
738,M,local,local,S,private,6,62,0,0,62,68,1,3.6796627,1.2,3,6.8625,13.571667,15.163333,13.725,15.274167,14.19875,14.69625,14.326494,11.843624,221,1,21
745,M,local,local,C,private,9,33,0,588,34,42,1,4.05,2.0,1,4.6,12.27625,13.090125,12.274,12.913375,13.306666,13.306666,12.50455,4.6034665,119,0,36
884,M,local,local,S,public,16,62,0,0,62,78,1,3.7357142,1.8,1,5.301455,11.578333,12.936389,11.425,12.815833,12.986667,12.986667,11.953216,10.364417,220,1,30
886,F,local,local,S,public,35,62,0,1649,63,97,1,3.9923646,2.9,7,13.391051,9.218018,10.780862,9.443303,10.9733925,9.925834,10.9275,10.133121,12.071984,220,1,37
887,M,local,local,S,private,8,61,0,69,62,69,1,3.820408,1.4,0,1.9047619,11.95125,13.053928,11.933036,13.048928,12.39,13.085,12.365284,4.2486916,218,1,23
953,M,local,local,S,private,5,61,0,0,61,66,1,3.7145834,1.2,2,2.545635,13.266042,14.979375,13.155625,14.814375,14.685,15.126667,13.81101,4.6012206,218,1,26
955,F,local,local,S,private,0,62,0,0,62,62,1,3.6090477,1.0,1,4.7190475,13.79925,15.7705,13.8345,15.689,14.948334,16.123333,14.734884,7.9631495,222,0,21
956,F,local,local,S,public,22,61,0,0,61,83,1,3.7659147,1.9,14,8.118671,10.935,12.651052,10.888684,12.58,13.945,14.1883335,11.439626,16.294508,218,1,23
973,F,local,local,S,private,1,61,0,0,61,62,1,3.5471861,1.1,0,1.4948052,14.817045,16.478636,14.853409,16.389091,15.956667,17.283333,15.454577,2.7934587,218,0,21
984,M,local,local,S,public,21,61,0,82,61,82,1,4.0197997,1.9,11,7.918797,10.489737,12.450658,10.468421,12.357368,12.955,13.48375,11.424502,12.459051,218,1,24
1012,F,local,local,S,private,3,35,0,0,35,38,1,3.7354167,0.8,0,3.025,12.057187,14.099688,11.971875,13.623438,15.4025,15.4025,13.12435,5.4148393,125,0,24
1022,M,local,local,S,private,32,62,0,0,62,94,1,3.7488663,2.1,8,5.8486395,11.201667,13.133572,11.190833,13.095952,10.301666,13.6883335,11.418261,10.123027,220,1,26
1036,M,local,local,S,public,2,61,0,189,61,63,1,3.8210318,1.2,2,4.214286,14.392083,15.322291,14.418333,15.363125,14.375,14.655,14.396994,6.360268,218,1,23
1049,M,local,foreign,S,private,1,61,0,62,61,62,1,3.6380951,1.1,0,6.8900433,13.342728,14.890682,13.303864,14.936591,15.099167,15.950833,14.281745,12.181219,218,0,22
1071,F,local,local,S,private,20,63,0,0,63,83,1,3.8128119,2.1,2,10.941497,11.2047615,12.657619,11.189285,12.485238,14.310625,15.219375,12.298072,9.110626,224,0,27
1087,F,local,local,S,private,31,61,0,0,61,92,1,4.1041207,2.6,3,6.941758,10.8775,12.701538,10.665,12.568558,13.7925,14.0825,11.262159,11.329568,218,0,26
1097,F,local,local,S,private,31,61,0,0,61,92,1,4.102095,2.5,10,6.7266665,9.6071,11.8286,9.4495,11.6186,11.851666,11.851666,10.238659,8.349666,218,0,27
1124,M,local,local,S,private,18,63,0,0,63,81,1,3.8675,2.0,1,3.9708333,11.705125,13.352,11.505375,13.1755,13.47625,14.29875,12.029482,6.8216434,223,1,25
1127,F,local,local,S,private,7,61,0,68,61,68,1,3.834694,1.4,2,3.592517,12.788393,14.342857,12.781428,14.3,13.521667,14.128333,13.230436,6.450818,218,0,22
1140,F,foreign,local,S,private,30,61,0,0,62,91,1,3.9660456,2.3,0,7.828468,10.857935,12.463369,10.75413,12.4004345,13.251667,13.251667,11.296412,10.654463,218,1,26
1175,F,local,local,S,private,3,37,0,80,37,40,1,3.7935898,1.3,0,3.825641,13.79,15.017693,13.666731,14.950192,16.9,16.9,14.44579,6.624796,134,0,27
1191,F,local,local,S,public,20,62,0,0,62,82,1,3.9251082,2.2,0,3.0536797,12.079659,13.614431,12.139205,13.475909,13.0895,13.3285,12.366205,4.9421763,220,1,24
1212,M,local,local,S,private,2,61,0,0,61,63,1,3.8438492,1.2,0,5.8069444,13.404375,15.521875,13.386042,15.142083,14.73,15.696667,14.453693,8.640656,218,1,26
1230,M,local,local,S,public,0,61,0,0,61,61,1,3.6019049,1.0,0,3.9204762,15.45075,17.4445,15.43825,17.4435,17.364166,18.045834,16.366405,6.156425,218,1,24
1259,M,local,local,S,public,22,61,0,0,61,83,1,3.7714286,2.1,7,12.833787,11.786309,13.921071,11.735238,13.739524,15.5375,15.7725,12.290072,18.290089,218,1,27
1263,M,local,local,S,private,0,61,0,0,61,61,1,3.7809525,1.1,1,5.552381,15.053864,16.109774,15.044773,15.9402275,15.451667,16.121666,15.299733,9.228767,218,1,23
1273,M,local,local,S,private,27,62,0,0,63,89,1,3.7948053,2.2,5,6.544697,11.494886,12.917954,11.4118185,12.788409,13.665417,13.872916,11.579772,12.300494,220,1,25
1280,F,local,local,S,private,7,61,0,0,61,68,1,3.700635,1.5,0,5.2463493,12.541833,14.3155,12.444167,14.1085,15.61625,15.65375,13.316106,9.204969,218,0,21
1286,M,local,local,S,public,2,61,0,0,61,63,1,3.7357142,1.2,1,6.9353175,13.889584,15.48625,13.932292,15.384791,15.693334,16.76,14.741659,11.59372,217,1,21
1296,F,foreign,local,S,private,10,62,0,72,62,72,1,3.563492,1.5,2,4.7873015,13.1905,14.902166,12.6516075,14.849821,14.6075,15.0075,13.34798,7.934368,222,1,25
1305,F,local,local,S,private,15,61,0,0,61,76,1,3.8107142,1.8,4,12.251719,11.974584,13.904445,11.951528,13.822083,14.420625,14.536875,12.331899,17.566864,218,0,25
1332,M,local,local,S,public,13,61,0,0,61,74,1,3.890344,1.8,1,5.9482803,12.487083,13.735556,12.515417,13.673889,13.230625,13.421875,12.408104,10.573772,218,1,24
1383,M,local,local,S,public,13,61,0,74,61,74,1,3.672619,1.4,3,8.301446,11.494643,14.213393,11.449107,14.119643,15.45375,15.74125,12.919478,14.412924,218,1,26
1399,M,local,local,S,private,3,61,0,0,61,64,1,3.5988095,1.2,3,6.578968,12.981459,14.868542,13.076041,14.905209,13.22,13.645,13.736878,11.827225,218,1,23
1406,M,local,local,S,private,12,61,0,146,62,73,1,3.5790815,1.4,6,10.522449,11.707679,13.590357,11.619464,13.724643,11.2135,11.3205,12.7152195,15.780172,218,1,24
1409,M,local,local,S,private,18,54,0,1008,54,72,1,4.127249,1.8,2,9.033003,11.232223,12.557361,11.188889,12.449445,14.6325,14.9575,12.481149,12.348837,186,1,46
1416,M,local,local,S,private,30,61,0,0,64,91,1,3.610431,2.1,3,10.582767,11.721548,13.183809,11.715119,13.263691,11.535625,11.579375,11.869114,15.308797,218,1,26
1424,M,local,local,S,private,28,64,0,92,64,92,1,3.6568182,2.2,8,14.414394,10.8209095,12.817841,10.781932,12.606478,13.275,13.333571,11.210756,19.40685,226,1,29
1433,F,local,local,S,private,14,62,0,0,62,76,1,3.8714285,1.9,0,4.429323,12.290263,13.562368,12.278948,13.514474,13.68,14.22,12.534203,8.168752,222,0,24
1462,F,local,local,S,private,19,61,0,0,62,80,1,3.7211485,1.7,1,11.503781,11.683235,13.185,11.715441,13.13853,11.322917,11.895416,12.1668,14.55416,218,0,24
1464,M,foreign,local,S,private,3,62,0,0,62,65,1,3.6424603,1.2,0,2.615873,13.852083,15.503542,13.570209,15.318125,14.95,15.1625,14.381052,4.054257,222,1,23
1625,M,local,local,S,private,16,61,0,0,61,77,1,3.6613445,1.7,6,14.145938,12.331029,13.645,12.217343,13.580625,11.3805,11.8655,12.701666,20.383827,218,1,25
1637,M,local,local,S,private,8,61,0,0,61,69,1,3.717347,1.4,3,10.981293,12.307322,13.953571,12.262857,13.782321,14.348,14.348,13.015459,16.986479,218,1,24
1664,M,local,local,S,private,4,62,0,0,62,66,1,3.591775,1.1,4,11.035498,13.571591,15.634545,13.592273,15.423636,15.4725,15.5855,14.490203,17.56569,219,1,23
1672,M,local,local,S,public,13,40,0,0,40,53,1,3.9291666,1.6,2,8.009672,11.436719,12.999844,11.325937,12.99125,12.699375,13.278125,11.7069845,12.858578,139,1,29
1702,M,foreign,local,S,private,27,65,0,0,65,92,1,3.6826923,2.6,0,1.5967948,11.378269,13.107019,11.329135,12.977693,13.4328575,13.981428,12.100206,1.949151,228,1,29
1744,M,local,local,S,private,13,61,0,370,62,74,1,4.0614033,1.9,2,12.115789,11.248947,13.1625,11.619166,13.005,13.556666,13.556666,13.2069025,13.426643,218,1,28
1753,M,local,local,S,private,2,61,0,0,61,63,1,4.0015874,1.2,1,9.474603,13.457916,14.724584,13.403334,14.639167,14.83,15.39,14.5104065,11.113121,218,1,22
1820,F,local,local,C,private,0,61,0,0,61,61,1,3.6429763,1.0,0,4.150119,14.84775,16.78475,14.90375,16.768,16.119375,16.263124,15.6921015,6.387862,218,0,21
1822,F,local,local,S,private,1,61,0,0,61,62,1,3.943254,1.2,0,7.4329367,14.987708,16.3825,14.937292,16.218542,17.283333,17.63,16.190521,8.575686,217,0,22
1936,M,local,local,S,private,5,61,0,0,61,66,1,3.672857,1.5,0,7.143651,13.010667,14.921,13.120833,14.839167,13.62375,14.38625,13.892454,10.45601,218,1,23
1965,M,local,local,S,private,27,62,0,0,62,89,1,3.897243,1.9,4,10.156892,11.938026,13.4875,11.852763,13.298289,14.631667,14.631667,12.017166,15.986511,220,1,25
2003,M,local,local,S,private,40,62,0,0,62,102,1,3.6226666,2.5,10,14.746,10.4453,13.2497,10.1752,12.6315,13.278,14.309,11.098781,18.282991,222,1,28
2020,F,local,local,S,private,3,62,0,65,62,65,1,3.7192307,1.3,0,6.6641026,13.798846,15.254616,13.729038,14.997115,15.2525,15.3775,14.296779,11.618631,221,0,23
2026,M,local,local,S,private,23,63,0,0,63,86,1,4.116667,2.2,3,9.3,11.299432,12.6930685,11.171818,12.485568,14.379167,14.494166,12.371009,12.767843,224,1,27
2060,M,local,local,S,private,2,62,0,0,62,64,1,3.8287547,1.3,0,3.9748168,13.481346,15.1675,13.301346,15.036346,14.9915,15.1385,14.234182,5.228609,221,1,22
2214,M,local,local,S,private,24,62,0,0,63,86,1,3.8833334,2.0,2,7.685,11.748125,13.46675,11.69525,13.38675,12.38,13.684,11.899432,11.068642,219,1,25
2256,F,local,local,S,private,23,61,0,0,61,84,1,3.9515872,2.1,3,9.220634,11.73869,13.369643,11.694524,13.032023,14.48,14.48,12.177757,14.927557,218,0,25
2426,M,local,local,S,private,13,61,0,0,61,74,1,3.804762,1.6,4,10.185715,12.410937,15.106093,12.279843,14.710156,14.660625,14.841875,13.124102,17.102121,218,1,25
2445,M,local,local,S,public,15,63,0,78,63,78,1,3.8535013,1.7,4,9.429692,11.812058,13.775735,11.812794,13.733971,12.605,12.925,12.608163,14.29572,223,1,25
2463,M,local,local,S,public,4,39,0,43,39,43,1,3.713853,1.1,4,9.571861,13.439091,15.187273,13.222955,14.648637,15.43,15.43,13.856079,16.474197,142,1,26
3001,M,foreign,local,S,private,16,62,0,0,62,78,1,3.4918768,1.7,0,9.67507,11.835735,13.909853,11.668971,13.696912,14.44875,14.87375,12.585004,13.841301,220,1,24
3105,M,local,local,S,public,14,61,0,0,61,75,1,3.8866072,1.6,0,7.7119045,12.279688,14.255625,12.271406,13.963906,15.743125,16.109375,12.726027,12.095448,218,1,23
3162,M,local,local,S,private,24,61,0,0,62,85,1,3.876455,1.8,3,12.479762,11.335,13.576111,11.518056,13.563611,12.51,12.5633335,11.7961445,15.52434,218,1,27
3173,M,foreign,local,S,private,4,62,0,0,62,66,1,3.8754578,1.3,0,2.8058608,13.3938465,14.774808,13.405769,14.73173,14.94625,15.12,13.699878,5.957863,220,1,22
3195,M,local,local,S,private,7,61,0,0,61,68,1,3.7258503,1.4,1,6.6568027,12.897857,14.20375,12.721786,14.174108,14.025,14.245,13.178606,12.485723,218,1,28
3494,F,local,local,S,private,4,62,0,0,62,66,1,3.6460319,1.2,1,9.130456,15.012917,16.438334,14.8675,16.393333,16.80625,17.1375,15.60505,13.932008,222,0,21
3552,F,local,local,S,public,9,61,0,0,61,70,1,3.7156463,1.4,0,9.148979,12.673393,14.6444645,12.5742855,14.43625,16.63,16.63,13.519316,12.321428,218,1,27
3607,M,local,local,S,public,12,61,0,146,62,73,1,3.7339287,1.6,2,7.844345,12.762343,14.379844,12.669063,13.837656,11.934,13.089,13.096667,12.314091,218,1,25
4869,M,local,local,S,public,1,41,0,0,41,42,1,3.7648149,0.9,0,3.3944445,14.919723,16.472221,14.698334,16.468056,16.21,16.21,15.259931,4.0127673,153,1,27
5090,M,foreign,local,S,private,3,50,0,0,50,53,1,3.4736607,0.8,0,6.8645835,13.345312,15.415313,13.45125,15.200625,13.86375,14.60125,14.265083,11.625149,172,1,24
5367,M,local,local,S,private,11,67,0,468,67,78,1,3.3941798,1.8,1,8.828836,12.240139,13.657361,12.16,13.595,13.849,14.283,13.372521,10.8903,224,1,28
5415,M,local,local,S,public,15,55,0,70,55,70,1,3.6041005,1.8,3,12.185317,12.275556,14.0175,12.231944,13.860695,14.8125,15.4425,12.822799,15.902778,189,1,31
5499,F,local,local,S,public,0,65,1,0,65,65,1,3.4388096,1.0,0,2.8294048,14.438,16.227,14.675,16.282,14.392,14.392,15.2453785,3.8533602,220,0,22
5510,F,local,local,S,private,17,68,0,0,69,85,1,3.6509523,2.0,0,5.1485715,12.34525,14.101125,12.224875,14.06975,13.9875,14.291072,12.680399,6.982689,226,0,24
5573,M,local,local,S,private,18,65,0,0,65,83,1,3.657423,1.7,1,8.913445,11.948089,13.124706,11.856323,13.108677,13.254583,13.437083,12.237034,12.363572,218,1,25
5596,F,local,local,S,private,10,67,0,0,67,77,1,3.6167989,1.8,0,6.0457673,13.54375,14.686944,13.421805,14.600972,15.16375,15.397917,13.737069,9.419121,224,0,23
5853,M,local,local,S,private,10,67,0,0,67,77,1,3.522381,1.5,0,8.397381,12.919,14.6258335,12.7505,14.4825,14.2615,14.5125,13.728943,10.526902,224,1,24
5974,M,local,local,S,public,19,66,0,0,67,85,1,3.4818451,1.6,3,17.711012,11.543125,13.7951565,11.775782,13.784062,12.925,13.683,12.603083,21.254774,222,1,25
6010,M,local,local,S,private,6,61,0,0,62,67,1,3.3388278,1.3,0,10.835165,13.290577,14.881538,13.240769,14.656154,14.31625,14.48875,13.938813,15.05458,202,1,25
6616,M,local,local,S,private,29,63,0,552,64,92,1,3.4703703,2.8,2,10.540741,11.845093,13.654352,11.753797,13.455,13.9595,14.2345,12.130177,15.005967,214,1,31
6652,M,local,local,S,public,18,66,0,84,68,84,1,3.4267857,2.0,2,14.4575,12.0865,13.71475,12.04025,13.67225,12.624286,13.131429,12.7132635,17.882101,222,1,26
6697,M,local,local,S,private,3,66,0,0,66,69,1,3.3428571,1.2,0,8.026984,13.38625,14.949166,13.396459,14.762917,14.9225,15.1675,14.145684,10.490415,222,1,21
6700,M,local,local,S,private,14,65,0,79,65,79,1,3.4431217,1.8,2,10.4485445,11.998333,13.779583,11.837916,13.566389,15.35,15.35,12.727411,13.691544,220,1,26
7703,M,local,local,S,private,0,49,0,0,49,49,1,3.1912699,0.9,0,5.682804,15.110278,16.963612,15.079445,16.837223,15.931875,16.949375,15.978642,8.737495,155,1,23
8060,M,local,local,S,private,0,65,1,0,65,65,1,3.4340477,1.0,1,9.144404,14.3605,16.252,14.3135,16.24125,15.723125,15.774375,15.311965,11.630467,220,0,21
8092,M,local,local,S,private,24,68,0,0,68,92,1,3.6198413,2.1,0,4.7103176,11.635952,13.4275,11.490238,13.26131,13.908,14.652,12.293383,6.1370416,226,1,27
8159,F,local,local,S,public,22,66,0,88,66,88,1,3.4469924,1.9,1,10.675063,11.5546055,13.045263,11.427631,12.988027,14.146667,14.146667,12.001704,13.436943,222,1,25
8347,M,local,local,S,private,5,65,0,350,65,70,1,3.4711485,1.7,3,17.512115,13.563971,14.61,13.582059,14.561471,15.62,15.62,14.232888,24.24183,220,1,31
8741,M,local,local,S,public,0,65,0,0,65,65,1,3.4594157,1.1,0,4.3203464,14.288409,15.626591,14.249773,15.535682,16.09,16.09,14.721494,6.539506,220,1,28
8796,F,local,local,S,private,24,55,0,474,56,79,1,3.3920634,2.4444444,5,14.447619,11.674167,13.388572,11.6675,13.365357,15.03,15.03,11.932051,17.222221,187,0,29
8839,M,local,local,S,public,19,61,0,320,61,80,1,3.4920635,2.4444444,2,16.912699,11.920953,13.834167,11.739,13.69175,15.061875,15.125625,12.619533,20.602942,207,1,35
9324,M,local,local,S,private,22,66,0,0,68,88,1,3.625,2.0,1,3.37,12.245625,13.738875,12.153375,13.450375,12.138,14.0035,12.397425,4.83623,222,1,24
9437,M,local,local,S,private,20,65,0,510,65,85,1,3.412619,2.0,2,7.2969046,12.003375,13.551,11.923875,13.493375,15.032,15.032,12.324177,8.784083,220,1,27
9690,M,foreign,local,S,private,1,53,0,162,53,54,1,3.4316137,0.9,0,6.3408732,16.883612,18.413889,16.82639,18.054445,18.405,18.5,17.442749,8.416848,181,1,22
9697,M,local,local,S,private,6,67,0,0,67,73,1,3.5090137,1.4,0,2.0894558,13.161607,14.986072,13.091785,14.6425,16.379168,16.420834,13.99931,3.0889068,224,1,22
9747,M,foreign,local,S,private,0,65,0,0,65,65,1,3.4178572,1.0,0,1.9184524,17.0295,18.35375,16.98525,18.32425,17.982,17.982,17.672525,3.1659126,220,1,21
9749,M,local,local,S,private,9,66,0,0,66,75,1,3.6449404,1.6,0,2.5767858,13.537188,14.932187,13.449843,14.764688,15.526667,15.526667,13.916853,3.8849673,222,1,22
9813,M,foreign,local,S,public,7,66,0,0,66,73,1,3.637415,1.4,0,9.77551,12.852322,14.982857,12.743035,14.56,16.091667,16.091667,13.467606,12.083893,222,0,22
10039,F,local,local,S,public,2,64,0,0,64,66,1,3.404365,1.2,1,5.644841,13.8475,15.596458,13.721875,15.525,15.514,15.514,14.586999,7.9055257,216,1,24
10378,F,local,local,S,private,10,66,1,0,66,76,1,3.4386244,1.8,1,2.9296296,13.033334,14.561944,12.817778,14.229305,15.059584,15.23875,13.858258,3.245614,224,0,25
10481,M,local,local,S,private,19,66,0,0,66,85,1,3.3727512,1.8,0,8.900397,11.78875,13.787361,11.674723,13.61875,15.203333,15.203333,12.737389,10.55248,222,1,26
10482,M,local,local,S,public,26,66,0,552,67,92,1,3.4420996,2.2,2,12.880411,11.277954,12.896818,11.155238,12.689762,13.079687,13.304063,11.494869,17.829994,220,1,28
10519,M,local,local,S,private,7,65,0,0,65,72,1,3.6175823,1.3,4,20.491117,12.966731,14.871923,12.884039,14.509808,16.294,16.294,13.600138,23.968773,220,1,25
10726,F,local,local,S,private,14,61,0,0,61,75,1,4.0891533,1.8,0,5.7335978,12.699583,14.03375,12.545139,13.994166,14.205,14.41,13.137279,10.596097,218,0,24
10788,F,local,local,S,public,23,67,0,0,67,90,1,3.6666667,2.2,0,5.337662,11.919545,13.390341,11.846818,13.383068,13.67,13.676666,12.302647,6.4569006,224,1,24
12154,M,foreign,local,S,private,2,27,0,0,27,29,1,3.4375,1.2857143,1,9.21875,14.116563,15.65375,14.03875,15.673437,16.86,17.18,14.407217,9.02975,92,1,29
12575,M,local,local,C,public,18,48,0,330,48,66,1,3.7078948,2.5,4,11.826316,11.098553,13.47671,11.086974,13.353816,14.603333,14.603333,12.103524,14.731134,172,0,28
12797,M,local,local,S,private,23,68,0,91,68,91,1,3.5228572,2.0,0,6.082143,11.613375,12.94575,11.5425,12.934,14.486,15.01,12.295132,6.9464197,229,1,25
13681,M,local,local,S,public,0,55,0,330,55,55,1,3.3044446,1.5,0,9.752222,16.134,17.187666,16.161833,17.007833,15.88625,16.33625,16.472506,12.404349,174,1,30
14101,M,foreign,local,S,private,17,50,0,67,50,67,1,3.4764705,1.7,6,13.706862,11.273971,13.335,11.121617,13.266029,12.0955,12.3705,12.013149,17.307579,169,1,34
14508,M,local,local,S,private,7,66,0,0,66,73,1,3.425476,1.5,3,10.664682,13.201667,14.448667,13.215834,14.503333,14.201875,14.820625,13.645914,13.713851,220,1,22
14514,M,local,local,S,public,2,66,0,204,66,68,1,3.279304,1.3,0,5.924542,15.014231,16.440962,14.886731,16.408846,17.5685,17.7255,16.907526,6.5051904,220,1,24
15083,F,local,local,S,public,6,68,0,0,66,74,1,3.455238,1.5,0,2.668254,13.439834,15.041333,13.345333,14.836333,17.255,17.255,14.139025,4.517753,228,1,22
15116,F,local,local,S,private,7,69,0,0,68,76,1,3.3017006,1.4,0,6.4988093,13.061607,14.6825,13.278929,14.506607,13.07625,13.942917,13.63435,7.705108,229,0,24
15185,M,local,local,S,private,8,66,0,0,66,74,1,3.3433037,1.6,0,3.8037202,13.423437,14.86625,13.445469,14.717656,14.346875,15.455625,14.166271,4.95469,220,1,24
15194,M,foreign,local,S,public,18,59,0,77,61,77,1,3.5325396,1.9,3,10.284127,10.919027,14.169723,10.820416,13.688889,14.1475,15.295834,12.080933,13.987777,197,0,26
15218,M,local,local,S,private,0,61,0,0,61,61,1,3.6019049,1.0,0,3.3228571,14.48825,15.88475,14.58,15.85725,15.3225,16.1075,15.130913,5.5644956,218,1,22
15586,M,local,local,S,private,13,66,0,474,66,79,1,3.341043,2.1,0,6.65034,13.451667,14.844881,13.270833,14.674286,14.864583,15.340417,13.965413,7.561802,219,1,25
16472,M,local,local,S,private,24,68,0,0,66,92,1,3.5497355,1.8,5,11.752976,11.061111,13.435972,10.9675,13.328195,14.10625,14.43875,11.829264,12.985188,228,1,27
16644,M,local,local,S,private,5,68,0,0,66,73,1,3.4190476,1.5,0,3.622857,13.418834,14.9245,13.335,14.664333,16.5655,16.7485,13.815299,5.0859523,228,1,22
16712,M,local,local,S,private,9,67,0,0,65,76,1,3.490625,1.6,0,8.845312,12.495781,14.108125,12.497344,14.063594,15.421667,15.421667,13.171713,11.208463,226,1,23
